"EventId","DER_mass_MMC","DER_mass_transverse_met_lep","DER_mass_vis","DER_pt_h","DER_deltaeta_jet_jet","DER_mass_jet_jet","DER_prodeta_jet_jet","DER_deltar_tau_lep","DER_pt_tot","DER_sum_pt","DER_pt_ratio_lep_tau","DER_met_phi_centrality","DER_lep_eta_centrality","PRI_tau_pt","PRI_tau_eta","PRI_tau_phi","PRI_lep_pt","PRI_lep_eta","PRI_lep_phi","PRI_met","PRI_met_phi","PRI_met_sumet","PRI_jet_num","PRI_jet_leading_pt","PRI_jet_leading_eta","PRI_jet_leading_phi","PRI_jet_subleading_pt","PRI_jet_subleading_eta","PRI_jet_subleading_phi","PRI_jet_all_pt","Label"
122797,125.031,7.246,87.123,26.222,-999,-999,-999,2.982,26.222,87.657,0.613,-0.919,-999,54.335,-1.524,2.667,33.322,-1.049,-0.277,46.876,-0.46,134.841,0,-999,-999,-999,-999,-999,-999,0,"s"
122812,122.161,74.531,62.544,42.265,-999,-999,-999,3.009,0.5,104.663,1.04,-1.193,-999,30.536,0.703,-2.223,31.757,0.475,0.778,43.747,-2.404,91.323,1,42.371,2.561,0.849,-999,-999,-999,42.371,"b"
122827,87.184,102.278,61.617,39.805,-999,-999,-999,1.867,2.148,118.504,2.053,-0.622,-999,26.484,1.676,-0.363,54.362,1.349,-2.201,49.164,0.646,170.207,1,37.658,0.292,2.501,-999,-999,-999,37.658,"b"
122887,-999,68.608,38.362,3.637,-999,-999,-999,1.434,3.637,58.073,1.198,-1.407,-999,26.42,-1.338,1.664,31.652,-1.65,3.064,40.932,-0.693,60.535,0,-999,-999,-999,-999,-999,-999,0,"b"
122921,109.743,51.692,72.725,1.77,-999,-999,-999,2.975,1.77,71.851,1.527,-1.369,-999,28.436,-0.283,-0.654,43.415,0.285,2.709,15.728,-0.136,110.135,0,-999,-999,-999,-999,-999,-999,0,"s"
123021,85.469,13.256,61.83,76.712,1.384,60.97,-0.4,1.862,9.695,140.744,1.888,0.403,0.151,21.422,0.554,1.523,40.452,-1.233,2.046,19.858,2.518,226.55,2,43.382,0.411,-1.246,35.488,-0.974,-1.23,78.87,"b"
123086,59.274,51.151,48.807,0.755,-999,-999,-999,2.407,0.755,52.109,1.55,-1.381,-999,20.437,2.344,0.955,31.672,1.829,-1.396,23.312,2.435,32.696,0,-999,-999,-999,-999,-999,-999,0,"b"
123098,126.929,16.798,87.125,75.043,0.687,185.005,0.01,2.099,10.648,285.479,0.67,1.386,0.732,55.477,-0.873,-0.064,37.172,0.166,1.76,18.256,1.103,352.585,2,139.208,0.014,-2.459,53.621,0.701,0.635,192.829,"s"
123223,-999,92.862,22.013,33.039,-999,-999,-999,0.852,39.314,80.942,1.098,-1.371,-999,24.233,-0.897,-1.396,26.605,-0.159,-0.972,82.484,1.904,240.471,1,30.104,0.041,0.007,-999,-999,-999,30.104,"b"
123244,124.851,2.46,91.96,11.766,-999,-999,-999,2.979,11.766,91.493,0.787,1.347,-999,51.188,-1.277,1.244,40.305,-0.916,-1.713,4.174,-1.523,126.088,0,-999,-999,-999,-999,-999,-999,0,"s"
123371,110.915,19.997,68.946,65.808,-999,-999,-999,2.762,6.929,140.686,1.673,1.361,-999,25.677,0.415,3.105,42.965,1.124,-0.508,42.588,-0.98,144.53,1,72.044,-1.48,2.186,-999,-999,-999,72.044,"b"
123392,60.134,34.993,40.562,69.395,3.296,338.051,-2.568,1.411,50.654,276.78,1.242,-0.003,0.292,27.313,-1.665,-0.707,33.919,-2.213,0.594,45.514,1.517,368.491,3,89.4,1.263,-2.579,45.245,-2.033,1.578,215.548,"b"
123400,38.961,74.215,36.093,40.775,-999,-999,-999,1.281,27.45,113.776,1.214,-0.563,-999,26.226,0.398,-1.302,31.851,-0.311,-2.368,45.044,0.369,150.236,1,55.7,3.314,2.756,-999,-999,-999,55.7,"b"
123440,-999,70.821,46.906,20.405,-999,-999,-999,2.135,20.405,52.601,1.315,-1.386,-999,22.722,-1.036,0.251,29.879,-0.509,-1.818,47.622,2.027,132.822,0,-999,-999,-999,-999,-999,-999,0,"s"
123456,119.105,9.821,90.662,44.555,-999,-999,-999,2.958,2.507,131.825,2.43,1.38,-999,25.046,0.553,1.603,60.863,-0.63,-1.969,5.245,-2.526,189.962,1,45.916,-2.449,0.918,-999,-999,-999,45.916,"s"
123483,83.013,75.295,67.142,84.378,0.115,242.164,1.939,1.136,65.278,472.135,0.704,-0.429,0,67.183,2.238,1.242,47.297,1.133,1.505,32.132,-2.162,503.046,3,193.574,-1.451,-1.91,87.603,-1.336,0.435,357.655,"b"
123515,-999,78.035,20.691,17.938,-999,-999,-999,0.613,17.938,66.767,0.879,-1.022,-999,35.539,0.092,-1.255,31.228,-0.473,-1.016,49.421,1.892,131.423,0,-999,-999,-999,-999,-999,-999,0,"b"
123537,-999,130.24,110.865,0.628,-999,-999,-999,2.548,0.628,98.415,2.389,-1.307,-999,29.043,-0.033,-1.745,69.373,1.608,2.589,63.998,-0.126,55.439,0,-999,-999,-999,-999,-999,-999,0,"b"
123554,155.975,23.423,73.553,179.029,-999,-999,-999,2.012,74.08,188.171,1.494,0.66,-999,32.061,0.949,0.569,47.892,2.016,2.275,140.982,2.561,324.136,1,108.218,-0.975,-0.666,-999,-999,-999,108.218,"b"
123593,418.697,60.555,328.382,99.753,1.79,308.406,0.763,4.299,1.076,365.563,3.336,-1.318,0.172,30.745,1.043,1.643,102.576,-2.439,-2.119,38.953,-1.12,296.426,2,151.141,-0.356,1.7,81.101,-2.146,-0.779,232.242,"b"
123600,-999,73.823,72.943,14.818,-999,-999,-999,1.932,14.818,71.159,0.831,-1.362,-999,38.861,-0.531,2.663,32.299,1.079,-2.553,47.749,-0.108,151.675,0,-999,-999,-999,-999,-999,-999,0,"b"
123651,367.109,101.418,290.027,5.433,-999,-999,-999,3.521,5.433,192.121,1.164,-1.411,-999,88.781,0.491,-0.02,103.34,-1.465,2.908,30.438,-1.116,174.988,0,-999,-999,-999,-999,-999,-999,0,"b"
123839,172.477,13.733,86.254,29.636,-999,-999,-999,3.08,3.422,122.533,0.488,1.407,-999,60.911,0.751,-2.57,29.744,0.418,0.651,52.946,0.999,205.739,1,31.877,0.722,-1.523,-999,-999,-999,31.877,"s"
124066,122.938,15.111,89.392,168.794,0.037,39.88,0.001,1.734,47.918,272.551,3.94,1.171,0,29.072,-0.094,1.171,114.531,-0.509,-0.512,53.901,-0.32,352.044,2,73.775,-0.061,2.779,55.172,-0.024,-2.995,128.948,"s"
124084,157.976,25.045,94.074,48.828,-999,-999,-999,2.666,9.104,139.108,0.851,-1.033,-999,52.175,-0.754,-1.551,44.426,-0.536,1.106,57.52,1.607,292.627,1,42.507,-2.975,-1.824,-999,-999,-999,42.507,"s"
124089,172.793,36.526,134.426,2.649,-999,-999,-999,3.216,2.649,111.999,1.048,-1.413,-999,54.694,0.556,0.041,57.305,1.812,-2.92,8.054,1.331,105.743,0,-999,-999,-999,-999,-999,-999,0,"b"
124138,145.715,6.6,107.243,149.726,0.1,65.716,3.936,1.541,38.292,271.655,0.694,1.157,0,84.658,1.163,-0.82,58.72,2.165,0.351,33.365,0.202,376.035,2,70.118,2.035,-2.945,58.158,1.934,2.304,128.276,"s"
124167,97.925,80.521,74.33,36.696,-999,-999,-999,2.605,3.183,128.501,3.284,0.8,-999,21.069,2.427,-1.375,69.183,2.136,2.32,24.767,-1.291,162.667,1,38.249,1.927,-0.244,-999,-999,-999,38.249,"b"
124235,138.702,66.787,80.368,5.082,-999,-999,-999,3.313,5.082,74.683,2.075,1.414,-999,24.288,-0.963,1.982,50.395,-2.039,-1.152,22.219,1.861,110.579,0,-999,-999,-999,-999,-999,-999,0,"s"
124279,167.986,2.984,99.827,27.509,0.654,113.455,0.222,3.001,38.452,210.961,0.727,0.509,0.848,54.533,1.504,0.509,39.648,0.706,-2.384,38.756,-2.46,309.596,2,78.312,0.247,2.417,38.467,0.901,-0.136,116.779,"s"
124292,117.494,10.24,71.452,132.364,3.806,490.729,-3.222,1.62,45.944,245.236,1.368,0.829,0.228,41.418,1.237,-1.468,56.658,1.682,-3.026,72.679,3.098,410.815,2,75.571,1.271,1.315,71.59,-2.535,0.033,147.161,"s"
124408,77.463,16.335,54.956,1.739,-999,-999,-999,3.072,1.739,54.378,0.994,-1.414,-999,27.264,-2.074,-1.831,27.113,-2.374,1.226,3.394,-3.02,52.843,0,-999,-999,-999,-999,-999,-999,0,"s"
124441,140.831,47.794,89.263,30.962,-999,-999,-999,3.094,30.962,80.412,2.394,1.374,-999,23.691,-0.458,1.941,56.721,0.872,-0.852,11.852,1.492,154.901,0,-999,-999,-999,-999,-999,-999,0,"b"
124714,120.164,13.784,71.705,360.854,4.812,1913.175,-4.713,0.715,0.559,619.228,0.332,1.126,0.712,170.855,0.327,-1.435,56.666,-0.365,-1.615,134.043,-1.457,614.195,2,287.01,-1.369,1.9,104.697,3.443,0.998,391.707,"s"
124733,111.079,81.368,51.281,49.343,-999,-999,-999,2.89,0.134,101.632,1.388,1.147,-999,21.872,0.646,0.955,30.358,0.493,-2.442,55.803,1.004,77.348,1,49.402,0.735,-1.972,-999,-999,-999,49.402,"b"
124786,226.032,134.901,142.716,1.763,-999,-999,-999,3.193,1.763,117.644,2.565,-1.305,-999,32.997,1.113,2.753,84.648,-0.55,0.027,54.66,-2.856,163.854,0,-999,-999,-999,-999,-999,-999,0,"b"
124895,19.06,70.612,16.892,17.019,-999,-999,-999,0.572,17.019,59.765,1.11,-1.41,-999,28.318,0.395,2.768,31.447,0.525,-2.958,40.543,-0.116,200.328,0,-999,-999,-999,-999,-999,-999,0,"b"
124923,145.93,100.018,78.721,19.369,-999,-999,-999,3.058,19.369,82.671,2.495,-1.405,-999,23.652,0.501,-2.491,59.018,-0.167,0.493,45.424,3.111,229.626,0,-999,-999,-999,-999,-999,-999,0,"b"
124934,-999,108.078,123.076,181.419,-999,-999,-999,3.328,49.539,243.614,1.238,1.414,-999,41.459,-0.08,1.74,51.343,-1.681,-1.177,168.973,0.061,292.184,1,150.811,1.601,2.926,-999,-999,-999,150.811,"b"
124978,-999,70.97,65.622,0.391,-999,-999,-999,2.386,0.391,53.942,1.677,-1.375,-999,20.152,-1.264,2.927,33.79,0.568,1.398,40.079,-1.207,23.599,0,-999,-999,-999,-999,-999,-999,0,"b"
125090,41.125,69.004,36.431,26.326,-999,-999,-999,1.171,26.326,59.709,1.455,-0.439,-999,24.32,0.954,-0.473,35.389,2.123,-0.539,33.786,2.736,164.943,0,-999,-999,-999,-999,-999,-999,0,"b"
125144,87.241,52.86,57.628,33.818,0.02,122.016,5.807,3.055,15.021,182.362,0.855,1.41,0,31.109,-0.037,2.465,26.597,-0.18,-0.586,28.612,1.974,272.027,2,69.261,-2.42,-1.589,55.395,-2.4,1.124,124.656,"b"
125194,76.716,18.616,56.828,0.947,-999,-999,-999,2.933,0.947,55.431,0.991,-1.414,-999,27.834,1.004,-1.1,27.597,0.494,2.295,6.235,0.717,57.755,0,-999,-999,-999,-999,-999,-999,0,"b"
125223,143.327,75.992,80.701,84.735,5.254,649.983,-6.825,2.748,3.384,179.758,0.504,1.044,0.994,56.741,-0.045,-0.056,28.621,-0.478,2.657,53.053,-0.037,248.217,2,49.372,2.352,2.795,45.024,-2.902,-2.633,94.397,"s"
125306,73.078,70.35,64.373,2.758,-999,-999,-999,2.189,2.758,71.5,1.405,-1.389,-999,29.729,-1.447,-1.827,41.771,-0.919,2.332,33.96,-0.079,107.269,0,-999,-999,-999,-999,-999,-999,0,"b"
125311,129.166,13.855,70.388,135.773,2.102,177.216,2.303,1.892,1.948,233.632,1.677,1.19,0.244,30.791,1.559,2.942,51.632,0.597,1.313,79.108,1.53,203.259,2,113.181,0.795,-1.699,38.028,2.897,-0.706,151.209,"s"
125319,73.218,36.556,55.041,2.302,-999,-999,-999,2.816,2.302,56.535,1.412,-1.402,-999,23.44,-1.219,2.84,33.095,-1.315,-0.629,11.583,1.779,93.345,0,-999,-999,-999,-999,-999,-999,0,"b"
125347,125.695,61.172,76.968,184.512,5.951,1991.24,-8.688,1.591,2.807,341.125,0.276,1.126,0.943,101.206,-0.055,1.457,27.982,0.312,3.006,79.314,1.593,379.26,2,135.652,2.569,-1.094,76.285,-3.382,-2.148,211.936,"s"
125469,101.162,47.163,75.984,48.616,-999,-999,-999,2.239,15.446,119.128,0.736,-0.453,-999,40.953,-0.188,2.99,30.149,-1.597,1.25,19.296,-2.315,233.134,1,48.026,1.934,-0.758,-999,-999,-999,48.026,"b"
125475,94.012,46.712,58.264,71.673,0.648,420.182,0.877,2.154,32.265,545.782,0.859,1.384,0,35.694,-1.927,-0.323,30.65,-1.952,1.831,40.401,0.38,649.783,3,228.849,-1.315,2.537,179.112,-0.667,-1.015,479.438,"b"
125563,105.99,4.704,80.772,117.927,-999,-999,-999,1.453,24.016,226.65,1.221,1.248,-999,46.286,-0.302,-0.048,56.513,1.136,0.158,15.697,0,253.312,1,123.85,1.701,-2.892,-999,-999,-999,123.85,"b"
125704,100.73,6.04,46.987,217.649,0.273,452.936,2.373,0.969,2.063,592.545,0.796,0.851,0,53.467,1.084,-1.271,42.563,0.275,-0.736,128.858,-0.655,604.835,2,347.74,1.41,2.596,148.776,1.683,-0.162,496.515,"b"
125830,125.86,1.783,90.151,222.158,0.731,164.563,1.951,1.043,1.698,448.637,0.518,1.038,0.892,122.18,-2.14,-1.741,63.309,-1.567,-2.613,58.816,-2.584,505.567,2,201.449,-1.809,1.243,61.699,-1.078,-0.095,263.148,"s"
125862,118.44,61.942,78.232,83.238,0.293,70.624,0.78,2.189,6.949,194.714,0.536,0.981,0,59.878,-0.541,-1.404,32.109,-0.349,2.698,37.681,-1.388,249.791,2,65.179,-0.749,0.95,37.548,-1.042,2.468,102.727,"b"
125887,68.078,65.111,58.425,1.827,-999,-999,-999,2.266,1.827,65.33,1.469,-1.393,-999,26.46,1.384,0.262,38.87,1.618,-1.992,31.813,1.925,90.207,0,-999,-999,-999,-999,-999,-999,0,"b"
125904,241.31,94.315,161.464,67.992,-999,-999,-999,3.281,28.478,181.203,0.704,1.412,-999,80.856,0.566,-1.562,56.906,-0.652,1.674,44.428,-2.176,182.925,1,43.441,1.356,1.372,-999,-999,-999,43.441,"b"
126050,93.233,52.972,62.363,110.086,-999,-999,-999,1.429,22.796,203.313,0.963,1.125,-999,48.288,2.277,2.393,46.514,2.065,-2.477,42.113,2.523,344.812,1,108.511,1.433,-0.055,-999,-999,-999,108.511,"b"
126075,154.059,4.39,108.153,91.859,3.012,297.027,2.148,2.971,0.87,255.758,2.875,0.789,1,26.164,0.763,1.835,75.226,2.133,-1.812,39.165,-1.731,226.744,2,122.76,0.595,1.233,31.608,3.608,-1.903,154.369,"s"
126095,96.016,29.713,47.9,106.884,-999,-999,-999,1.508,31.88,159.514,0.601,0.294,-999,44.158,2.266,1.191,26.553,1.78,2.619,90.325,-3.048,267.438,1,88.804,1.589,-0.713,-999,-999,-999,88.804,"b"
126125,69.173,61.596,59.346,3.125,-999,-999,-999,2.252,3.125,64.609,1.247,-1.408,-999,28.748,0.337,2.099,35.861,-0.146,-0.101,32.935,-2.323,110.279,0,-999,-999,-999,-999,-999,-999,0,"b"
126156,129.978,4.09,92.807,26.288,-999,-999,-999,2.697,26.288,93.941,0.868,0.499,-999,50.279,1.329,-2.717,43.663,1.699,-0.046,18.27,0.099,191.463,0,-999,-999,-999,-999,-999,-999,0,"s"
126177,115.279,5.866,74.351,1.241,-999,-999,-999,3.039,1.241,78.097,0.516,-1.343,-999,51.503,-0.549,-1.327,26.594,-0.766,1.704,26.475,1.926,120.319,0,-999,-999,-999,-999,-999,-999,0,"s"
126235,56.82,44.024,44.485,34.698,-999,-999,-999,1.648,2.552,100.219,2.061,-1.414,-999,21.086,-1.684,-2.339,43.462,-1.63,2.297,13.112,-0.05,94.876,1,35.671,-1.817,-0.434,-999,-999,-999,35.671,"b"
126303,137.999,33.304,107.197,27.406,-999,-999,-999,2.669,27.406,113.538,0.614,-1.412,-999,70.353,1.162,-2.897,43.185,1.204,-0.229,12.793,1.346,289.943,0,-999,-999,-999,-999,-999,-999,0,"s"
126423,109.401,67.787,87.155,5.231,-999,-999,-999,3.01,5.231,67.402,2.058,-1.352,-999,22.04,1.13,2.352,45.362,-0.646,-0.078,27.145,-2.695,111.601,0,-999,-999,-999,-999,-999,-999,0,"b"
126432,98.219,11.965,71.635,91.089,-999,-999,-999,1.655,0.573,176.331,0.881,1.388,-999,45.603,0.47,-1.541,40.173,1.682,-2.668,18.719,-2.228,142.827,1,90.555,-1.01,1.046,-999,-999,-999,90.555,"b"
126553,114.998,44.048,75.664,71.236,2.927,156.818,-1.686,3.122,2.136,151.192,2.047,1.413,0.361,24.786,-1.537,1.543,50.725,-0.803,-1.492,50.442,-0.591,240.17,2,41.523,-0.788,1.931,34.159,2.138,2.651,75.682,"b"
126713,95.234,46.458,64.225,22.54,-999,-999,-999,2.995,22.54,68.858,2.187,1.411,-999,21.606,-1.109,1.479,47.252,-1.352,-1.507,14.155,0.725,79.246,0,-999,-999,-999,-999,-999,-999,0,"b"
126734,-999,54.915,65.836,28.971,-999,-999,-999,2.482,28.971,50.517,1.132,-1.197,-999,23.697,-2.322,2.198,26.82,-0.439,0.581,47.726,-1.169,120.697,0,-999,-999,-999,-999,-999,-999,0,"b"
126770,120.816,56.638,71.671,2.201,-999,-999,-999,3.353,2.201,62.492,2.017,-0.898,-999,20.711,0.362,0.614,41.78,-0.936,-2.577,19.195,0.569,81.491,0,-999,-999,-999,-999,-999,-999,0,"b"
126783,86.553,39.448,56.186,22.09,-999,-999,-999,2.758,22.09,56.271,0.945,1.087,-999,28.929,-0.627,-2.993,27.342,-0.234,-0.263,14.98,-2.953,131.693,0,-999,-999,-999,-999,-999,-999,0,"b"
126787,-999,85.5,90.045,50.192,-999,-999,-999,3.102,109.391,137.425,1.801,-1.414,-999,27.829,-0.052,0.78,50.119,1.239,-2.041,59.459,2.443,175.458,1,59.477,2.645,2.734,-999,-999,-999,59.477,"b"
126967,-999,100.738,91.725,20.474,-999,-999,-999,2.001,20.474,108.965,0.95,-1.384,-999,55.875,0.299,0.658,53.09,0.259,-1.343,53.88,2.485,172.498,0,-999,-999,-999,-999,-999,-999,0,"b"
127069,122.338,74.485,77.37,41.447,-999,-999,-999,2.953,41.447,74.653,1.941,1.401,-999,25.383,1.313,2.13,49.27,0.398,-1.345,37.598,2.846,216.298,0,-999,-999,-999,-999,-999,-999,0,"b"
127251,137.928,16.986,91.4,94.183,-999,-999,-999,1.959,31.026,216.896,0.578,1.322,-999,71.307,-1.702,2.238,41.249,-2.098,-2.127,33.121,-2.59,252.139,1,104.341,-2.63,-0.335,-999,-999,-999,104.341,"s"
127287,116.681,40.982,96.348,16.618,-999,-999,-999,2.504,16.618,98.398,0.849,-1.402,-999,53.23,-1.732,0.978,45.168,-2.303,-1.46,18.398,-3.041,168.295,0,-999,-999,-999,-999,-999,-999,0,"b"
127607,122.193,44.45,83.242,48.915,-999,-999,-999,2.941,7.03,136.648,1.369,1.413,-999,34.249,1.182,1.497,46.904,1.79,-1.909,34.406,-3.081,146.346,1,55.495,1.902,0.299,-999,-999,-999,55.495,"b"
127658,139.362,75.961,93.862,2.138,-999,-999,-999,2.888,2.138,96.966,1.563,-1.39,-999,37.833,2.063,-2.802,59.133,2.023,0.086,25.772,2.761,118.273,0,-999,-999,-999,-999,-999,-999,0,"b"
127796,120.128,89.003,67.194,1.511,-999,-999,-999,2.769,1.511,75.183,2.71,-1.262,-999,20.266,-1.702,0.313,54.916,-1.234,3.042,36.377,-0.286,56.332,0,-999,-999,-999,-999,-999,-999,0,"b"
127863,207.862,68.097,141.17,4.208,-999,-999,-999,4.256,4.208,68.285,2.174,-1.414,-999,21.514,-1.019,1.132,46.772,1.856,-2.005,24.969,1.308,105.111,0,-999,-999,-999,-999,-999,-999,0,"b"
127963,30.86,47.29,24.118,78.735,-999,-999,-999,0.594,5.116,155.913,1.299,-0.085,-999,35.789,0.423,0.908,46.481,0.111,0.402,24.662,-1.144,194.756,1,73.643,-0.34,-2.826,-999,-999,-999,73.643,"b"
127994,121.467,11.293,88.369,13.526,-999,-999,-999,3.112,13.526,90.244,0.659,1.413,-999,54.407,0.073,-0.382,35.837,0.003,2.729,27.615,2.368,189.604,0,-999,-999,-999,-999,-999,-999,0,"s"
128024,-999,86.019,57.713,17.227,-999,-999,-999,2.101,25.449,99.738,1.684,-1.209,-999,22.988,0.965,-1.745,38.711,2.042,2.734,48.52,-0.161,171.138,1,38.038,-1.937,1.497,-999,-999,-999,38.038,"b"
128099,-999,79.12,51.423,0.137,-999,-999,-999,1.752,0.137,62.86,1.403,-1.395,-999,26.161,0.263,0.466,36.699,1.184,-1.024,46.624,2.71,37.36,0,-999,-999,-999,-999,-999,-999,0,"b"
128199,-999,86.012,69.649,3.771,-999,-999,-999,1.792,3.771,69.736,0.659,-1.021,-999,42.025,2.094,0.334,27.712,0.305,0.434,66.903,-2.806,89.923,0,-999,-999,-999,-999,-999,-999,0,"b"
128225,139.018,46.535,105.152,2.167,-999,-999,-999,2.684,2.167,108.199,0.779,-1.407,-999,60.813,1.51,-2.601,47.386,1.285,1.008,27.599,-0.39,134.858,0,-999,-999,-999,-999,-999,-999,0,"s"
128261,-999,87.724,84.841,90.596,0.25,111.364,0.102,3.122,3.637,229.135,1.188,1.414,0,38.858,-1.233,1.462,46.176,-1.339,-1.7,89.017,3.076,249.297,2,113.693,-0.469,0.257,30.409,-0.219,-2.135,144.102,"b"
128351,70.193,47.351,56.499,1.879,-999,-999,-999,2.555,1.879,50.514,1.225,-1.402,-999,22.704,-0.663,2.584,27.81,-1.935,-1.483,24.282,0.809,63.982,0,-999,-999,-999,-999,-999,-999,0,"b"
128439,99.171,49.682,74.975,4.092,-999,-999,-999,2.884,4.092,72.531,1.242,-1.396,-999,32.351,-1.1,-1.733,40.181,-0.454,1.739,17.052,-0.761,113.358,0,-999,-999,-999,-999,-999,-999,0,"b"
128489,-999,68.053,32.193,51.332,-999,-999,-999,1.078,0.875,112.266,1.011,-0.51,-999,30.257,0.08,0.815,30.577,-0.506,1.72,62.168,-2.773,135.445,1,51.431,-2.989,-0.637,-999,-999,-999,51.431,"b"
128534,112.567,2.092,59.808,50.448,-999,-999,-999,3.098,21.917,94.323,1.206,1.131,-999,21.799,2.079,-1.065,26.288,0.656,2.467,43.198,2.529,121.753,1,46.236,-0.265,-0.905,-999,-999,-999,46.236,"s"
128554,139.309,8.591,48.62,267.971,0.641,85.265,-0.049,1.229,45.814,374.662,0.978,1.12,0,40.372,-0.98,2.418,39.491,-1.775,1.481,200.434,1.577,389.16,3,141.589,-0.551,-1.678,106.044,0.089,-1.554,294.799,"s"
128569,-999,83.462,79.449,3.468,-999,-999,-999,2.483,3.468,77.901,1.831,-1.374,-999,27.521,-0.354,-0.199,50.38,0.743,-2.428,38.57,1.37,111.391,0,-999,-999,-999,-999,-999,-999,0,"b"
128597,95.032,29.235,76.627,29.838,-999,-999,-999,2.469,29.838,80.293,1.49,-1.345,-999,32.252,1.333,2.338,48.04,0.789,-1.537,13.244,-0.301,120.526,0,-999,-999,-999,-999,-999,-999,0,"s"
128637,112.784,77.127,83.453,23.245,0.682,119.104,0.238,2.736,33.238,250.626,2.584,-1.356,0.999,26.416,-0.752,1.379,68.261,-0.587,-2.173,22.726,0.559,297.462,3,78.742,-0.254,2.01,39.22,-0.937,-0.993,155.949,"b"
128679,114.888,29.474,77.181,0.889,-999,-999,-999,3.633,0.889,51.379,1.288,-1.404,-999,22.451,1.186,2.178,28.928,-0.765,-1.041,7.65,1.827,85.182,0,-999,-999,-999,-999,-999,-999,0,"s"
128705,159.115,24.856,111.106,28.265,-999,-999,-999,2.5,28.265,119.208,0.622,-1.037,-999,73.483,-0.635,-1.904,45.725,-0.939,1.897,30.101,1.214,211.156,0,-999,-999,-999,-999,-999,-999,0,"s"
128739,91.06,21.632,63.538,40.543,-999,-999,-999,2.518,5.565,99.234,1.208,1.404,-999,28.976,-0.476,-2.835,35.016,-1.145,-0.408,17.484,-1.312,179.158,1,35.241,-2.179,1.75,-999,-999,-999,35.241,"s"
128803,91.864,10.954,58.767,47.591,-999,-999,-999,2.61,47.591,57.498,1.385,1.306,-999,24.107,0.187,0.997,33.39,-0.634,-2.809,28.037,3.114,148.806,0,-999,-999,-999,-999,-999,-999,0,"s"
128868,112.268,7.405,74.237,45.292,4.305,706.621,-4.603,2.796,37.786,252.791,1.151,1.281,0.566,22.996,-0.69,-2.57,26.459,1.447,-0.767,15.487,-1.135,302.555,3,81.566,-2.33,-0.631,80.429,1.976,2.297,203.336,"s"
128959,401.468,118.763,196.684,121.15,0.718,51.414,-0.025,3.445,6.229,240.69,4.571,1.11,0.048,20.846,-1.997,-2.117,95.287,0.947,2.378,67.259,-2.234,235.321,2,63.628,0.681,-0.081,60.928,-0.037,0.076,124.557,"b"
129012,68.395,9.388,48.667,76.261,2.816,430.697,-1.375,1.4,4.625,276.86,1.432,1.313,0.389,30.75,-1.61,-2.52,44.021,-2.146,2.47,16.205,2.824,328.151,2,107.938,0.629,0.884,94.15,-2.187,-1.483,202.088,"b"
129034,119.252,14.83,76.069,183.601,3.516,479.336,-1.931,1.232,22.659,302.928,0.496,1.4,0.234,85.492,-0.012,-0.893,42.37,-1.042,-0.216,62.728,-0.505,403.279,2,108.522,2.835,2.414,66.543,-0.681,2.4,175.066,"s"
129113,147.741,94.675,80.26,1.443,-999,-999,-999,3.012,1.443,84.518,2.545,-1.259,-999,23.842,-1.651,-2.489,60.676,-0.961,0.443,37.02,-2.797,128.218,0,-999,-999,-999,-999,-999,-999,0,"b"
129125,318.376,77.412,259.252,58.823,0.254,67.129,0.176,3.52,6.306,201.314,1.744,-1.195,0,42.351,1.841,2.4,73.859,-1.207,-2.12,20.546,0.795,252.626,2,54.123,0.311,0.822,30.981,0.566,-0.996,85.104,"b"
129216,78.424,27.367,60.312,4.042,-999,-999,-999,2.93,4.042,50.742,1.137,-1.414,-999,23.74,0.823,3.088,27.002,2.119,-0.568,11.567,1.203,67.547,0,-999,-999,-999,-999,-999,-999,0,"b"
129258,82.201,9.373,61.234,154.874,4.328,825.544,-0.917,0.952,21.839,358.187,1.012,0.607,0.822,61.695,-0.042,1.221,62.41,-0.984,1.359,31.32,1.146,341.234,2,187.083,0.223,-1.736,46.998,-4.104,2.469,234.082,"b"
129317,118.229,6.269,70.964,54.165,0.542,201.322,1.104,3.014,43.861,319.795,1.314,-1.064,0,30.778,1.677,-3.123,40.444,1.928,0.157,44.642,0.009,448.468,3,148.659,0.814,3.081,63.416,1.356,0.223,248.573,"b"
129418,145.823,63.319,115.103,257.16,0.034,127.726,0.051,1.113,89.071,546.802,0.345,0.576,0,180.706,0.075,0.245,62.304,0.632,1.209,41.397,-0.137,603.756,3,119.149,-0.244,-2.21,89.982,-0.21,2.785,303.792,"s"
129458,-999,69.034,49.611,1.177,-999,-999,-999,2.072,1.177,59.286,1.777,-1.352,-999,21.353,-1.698,-1.409,37.933,-2.051,0.633,33.989,-3.067,47.853,0,-999,-999,-999,-999,-999,-999,0,"b"
129543,187.614,116.414,96.277,3.894,-999,-999,-999,3.142,3.894,99.102,2.787,-1.357,-999,26.17,-0.671,-1.044,72.932,0.232,2.229,46.738,-0.757,127.233,0,-999,-999,-999,-999,-999,-999,0,"b"
129643,131.761,15.646,92.48,92.695,-999,-999,-999,2.114,1.356,216.893,0.309,1.395,-999,94.826,0.175,-0.18,29.275,-0.102,1.916,14.897,1.148,241.117,1,92.792,-0.044,-2.893,-999,-999,-999,92.792,"s"
