"EventId","DER_mass_MMC","DER_mass_transverse_met_lep","DER_mass_vis","DER_pt_h","DER_deltaeta_jet_jet","DER_mass_jet_jet","DER_prodeta_jet_jet","DER_deltar_tau_lep","DER_pt_tot","DER_sum_pt","DER_pt_ratio_lep_tau","DER_met_phi_centrality","DER_lep_eta_centrality","PRI_tau_pt","PRI_tau_eta","PRI_tau_phi","PRI_lep_pt","PRI_lep_eta","PRI_lep_phi","PRI_met","PRI_met_phi","PRI_met_sumet","PRI_jet_num","PRI_jet_leading_pt","PRI_jet_leading_eta","PRI_jet_leading_phi","PRI_jet_subleading_pt","PRI_jet_subleading_eta","PRI_jet_subleading_phi","PRI_jet_all_pt","Label"
156140,125.492,4.71,74.626,20.819,-999,-999,-999,2.796,20.819,77.412,0.644,0.18,-999,47.074,-0.858,-0.535,30.338,-0.718,2.956,31.741,2.804,128.07,0,-999,-999,-999,-999,-999,-999,0,"s"
156703,87.647,49.736,54.654,3.402,-999,-999,-999,3.005,3.402,56.472,1.72,-1.395,-999,20.763,-1.026,-2.053,35.709,-1.242,0.944,17.833,-2.539,121.255,0,-999,-999,-999,-999,-999,-999,0,"b"
156974,76.346,20.969,49.097,91.705,-999,-999,-999,1.574,0.317,158.428,1.588,0.487,-999,25.907,1.545,-0.011,41.131,2.36,1.335,50.1,1.801,128.146,1,91.389,0.584,-1.837,-999,-999,-999,91.389,"b"
156979,120.607,0.778,85.042,0.752,-999,-999,-999,3.242,0.752,78.566,0.753,-1.377,-999,44.826,-1.418,-2.564,33.74,-0.561,0.592,11.814,0.553,118.416,0,-999,-999,-999,-999,-999,-999,0,"s"
157209,115.03,79.95,84.466,2.53,-999,-999,-999,2.766,2.53,80.665,1.792,-1.344,-999,28.894,-1.746,3.1,51.771,-0.751,-0.603,32.417,2.098,165.99,0,-999,-999,-999,-999,-999,-999,0,"b"
157346,-999,90.235,79.403,1.557,-999,-999,-999,2.284,1.557,89.626,1.629,-1.381,-999,34.09,-1.524,-0.875,55.536,-1.698,3.13,41.4,0.679,147.067,0,-999,-999,-999,-999,-999,-999,0,"b"
157577,87.156,3.794,64.965,28.1,-999,-999,-999,2.85,28.1,64.475,0.94,1.25,-999,33.229,-1.643,-2.287,31.247,-2.047,1.174,24.984,1.31,101.913,0,-999,-999,-999,-999,-999,-999,0,"b"
157962,122.832,36.031,103.028,41.067,-999,-999,-999,3.013,41.067,68.756,2.233,-1.237,-999,21.267,0.162,3.003,47.489,-2.098,1.011,15.781,-0.426,91.326,0,-999,-999,-999,-999,-999,-999,0,"s"
158150,102.571,40.063,79.832,47.554,-999,-999,-999,2.411,47.554,90.376,0.496,-1.184,-999,60.402,1.601,-2.984,29.974,1.804,0.897,13.48,-2.079,200.128,0,-999,-999,-999,-999,-999,-999,0,"b"
158288,148.971,0.546,111.886,5.682,-999,-999,-999,3.187,5.682,102.087,0.78,1.175,-999,57.337,0.417,2.413,44.75,1.326,-0.642,14.398,-0.62,207.95,0,-999,-999,-999,-999,-999,-999,0,"s"
158334,96.252,58.481,75.193,63.238,-999,-999,-999,1.926,27.793,134.003,2.253,0.269,-999,28.944,1.279,3.122,65.224,2.03,-1.388,15.729,2.595,193.938,1,39.835,0.177,1.367,-999,-999,-999,39.835,"s"
158390,-999,65.071,73.692,11.284,-999,-999,-999,2.09,11.284,74.239,0.809,-1.349,-999,41.033,-0.534,-2.676,33.206,-1.782,1.93,46.058,-0.035,143.428,0,-999,-999,-999,-999,-999,-999,0,"b"
158817,201.053,26.807,146.928,23.27,-999,-999,-999,4.032,23.27,59.963,1.131,1.374,-999,28.133,1.713,-1.074,31.83,-1.395,1.494,8.112,-0.479,182.234,0,-999,-999,-999,-999,-999,-999,0,"b"
158834,-999,88.889,99.383,172.762,3.371,409.342,-2.819,2.948,24.511,301.646,3.37,1.409,0.72,25.587,1.547,-1.59,86.228,0.818,1.836,122.903,2.729,277.118,2,153.004,1.537,-0.482,36.826,-1.834,-2.253,189.83,"b"
158924,-999,135.67,98.717,39.378,-999,-999,-999,3.112,13.683,117.863,2.494,-1.35,-999,24.425,-1.953,-0.044,60.929,-0.45,2.681,78.452,-0.849,118.279,1,32.508,-0.653,1.821,-999,-999,-999,32.508,"b"
159320,134.946,45.788,94.007,74.694,-999,-999,-999,2.743,5.495,177.904,0.343,0.155,-999,80.916,0.697,-2.644,27.788,0.38,0.914,19.117,-2.459,229.093,1,69.2,1.98,0.396,-999,-999,-999,69.2,"s"
160979,86.168,50.593,63.773,2.167,-999,-999,-999,2.863,2.167,65.564,1.476,-1.392,-999,26.475,1.008,-1.901,39.089,0.947,1.519,17.553,-1.097,55.541,0,-999,-999,-999,-999,-999,-999,0,"b"
161039,73.91,57.123,59.305,7.766,-999,-999,-999,2.424,7.766,57.927,1.756,-1.342,-999,21.017,-0.47,-1.538,36.911,0.673,2.607,23.701,-0.009,125.894,0,-999,-999,-999,-999,-999,-999,0,"b"
161640,107.349,21.546,54.526,93.211,0.735,40.829,3.752,1.963,10.262,160.893,0.794,1.344,0.007,36.421,0.832,2.302,28.921,1.158,-2.046,59.906,-2.569,226.806,2,51.982,2.339,0.49,43.569,1.604,0.393,95.551,"s"
163553,90.257,69.966,64.98,13.181,-999,-999,-999,2.911,13.181,67.654,2.161,0.909,-999,21.402,1.471,1.393,46.252,0.892,-2.038,26.933,1.37,176.95,0,-999,-999,-999,-999,-999,-999,0,"b"
163823,87.072,8.432,50.086,63.626,-999,-999,-999,2.243,2.685,112.782,1.25,1.217,-999,23.006,1.13,2.911,28.759,2.023,-1.314,39.296,-1.565,139.658,1,61.017,1.588,1.325,-999,-999,-999,61.017,"b"
164672,93.82,4.526,64.666,34.575,-999,-999,-999,2.749,7.638,97.261,1.62,0.451,-999,23.312,-1.056,-3.085,37.757,-2.05,-0.522,15.165,-0.333,197.712,1,36.192,-1.509,2.541,-999,-999,-999,36.192,"b"
164841,78.509,65.649,67.047,27.965,-999,-999,-999,1.957,27.965,74.001,1.408,-1.264,-999,30.734,-0.432,2.122,43.267,0.626,-2.515,25.583,0.299,97.139,0,-999,-999,-999,-999,-999,-999,0,"b"
164944,86.138,15.193,54.143,26.488,-999,-999,-999,2.975,26.488,55.317,1.662,-1.4,-999,20.782,0.966,-1.348,34.535,1.306,1.98,15.112,1.302,119.758,0,-999,-999,-999,-999,-999,-999,0,"b"
165269,-999,116.521,67.25,6.493,-999,-999,-999,2,6.493,87.789,2.441,-1.248,-999,25.516,-1.989,1.043,62.274,-2.134,-0.951,55.819,2.498,162.553,0,-999,-999,-999,-999,-999,-999,0,"b"
165300,-999,90.282,24.543,44.526,-999,-999,-999,0.835,3.815,103.369,1.645,-0.014,-999,22.223,-0.344,-2.471,36.566,-1.179,-2.49,63.898,-0.079,214.246,1,44.581,-1.25,1.882,-999,-999,-999,44.581,"b"
165375,-999,157.448,76.038,36.503,-999,-999,-999,1.679,36.503,106.013,1.881,-1.412,-999,36.797,-1.317,-1.633,69.217,-1.677,0.006,104.116,2.381,236.722,0,-999,-999,-999,-999,-999,-999,0,"b"
165413,96.928,38.068,69.575,29.245,1.688,143.539,2.256,2.512,55.216,236.129,1.237,-0.838,0.009,24.358,1.692,1.978,30.134,-0.113,0.231,12.086,-3.055,320.828,3,59.451,2.567,1.429,45.328,0.879,-2.303,181.636,"b"
166210,89.291,46.486,56.795,358.187,-999,-999,-999,0.528,4.842,592.553,2.044,1.246,-999,75.467,0.531,3.04,154.275,0.212,2.62,134.372,2.944,676.374,1,362.811,-0.85,-0.31,-999,-999,-999,362.811,"b"
166345,25.97,13.301,17.589,59.461,-999,-999,-999,0.669,19.337,97.528,1.14,0.073,-999,24.155,0.929,-2.517,27.543,0.267,-2.616,10.273,-1.803,196.653,1,45.829,2.917,0.429,-999,-999,-999,45.829,"b"
167400,84.824,51.974,66.405,1.073,-999,-999,-999,2.701,1.073,68.656,1.372,-1.395,-999,28.942,1.461,-0.255,39.713,1.631,-2.95,19.339,0.901,77.62,0,-999,-999,-999,-999,-999,-999,0,"b"
167442,119.956,42.081,95.802,1.996,-999,-999,-999,3.527,1.996,48.631,1.299,-1.409,-999,21.15,-0.354,2.928,27.481,2.31,-1.044,20.538,1.132,54.551,0,-999,-999,-999,-999,-999,-999,0,"b"
167484,104.509,6.308,79.143,25.035,-999,-999,-999,2.977,25.035,57.483,1.299,-0.224,-999,25.007,-0.628,-0.064,32.476,1.185,-2.426,5.997,-2.882,122.423,0,-999,-999,-999,-999,-999,-999,0,"b"
168055,146.989,47.041,115.344,168.21,0.698,51.029,1.731,1.444,45.636,334.062,1.533,0.299,0.596,68.512,2.176,1.004,105.04,1.612,-0.326,53.75,-0.963,416.892,3,74.648,1.71,-3.108,54.997,1.012,-3.078,160.51,"b"
168115,-999,84.725,34.977,29.918,-999,-999,-999,1.196,27.008,94.03,1.701,-1.188,-999,23.425,-0.535,1.521,39.855,-0.105,2.636,56.678,-1.447,92.825,1,30.751,1.408,-0.452,-999,-999,-999,30.751,"b"
168204,232.819,31.398,178.139,88.64,0.798,164.422,2.522,2.933,1.983,336.241,2.619,1.412,0.031,45.491,-0.463,-2.402,119.16,0.894,0.198,7.345,-0.921,249.619,2,102.402,2.036,-2.551,69.188,1.239,1.633,171.59,"b"
168499,-999,56.607,40.401,2.601,-999,-999,-999,1.819,2.601,50.913,1.246,-1.393,-999,22.668,1.563,-0.693,28.244,1.909,1.092,31.88,-2.727,78.586,0,-999,-999,-999,-999,-999,-999,0,"b"
168530,183.947,73.208,139.087,3.969,-999,-999,-999,2.995,3.969,135.385,1.282,-1.396,-999,59.32,-1.788,-2.148,76.065,-1.223,0.793,18.535,-2.798,113.748,0,-999,-999,-999,-999,-999,-999,0,"b"
168574,116.158,15.757,67.469,177.521,0.949,93.615,0.021,1.53,0.076,289.823,2.274,1.17,0,32.278,-0.88,-1.605,73.403,-0.834,-3.134,97.195,-2.947,225.619,2,139.301,0.021,0.445,44.84,0.97,-0.188,184.141,"s"
168642,-999,79.031,95.702,1.203,-999,-999,-999,2.611,1.203,86.154,1.394,-1.399,-999,35.982,-2.372,1.167,50.172,-1.133,-1.132,37.124,2.837,58.278,0,-999,-999,-999,-999,-999,-999,0,"b"
168768,92.896,61.56,75.722,3.43,-999,-999,-999,2.679,3.43,64.723,1.315,-1.39,-999,27.955,1.746,2.456,36.768,0.358,0.165,29.825,-2.221,100.718,0,-999,-999,-999,-999,-999,-999,0,"b"
168802,-999,138.955,259.772,40.197,-999,-999,-999,3.515,25.206,201.609,1.258,-1.412,-999,75.314,-0.312,-2.482,94.727,1.687,0.409,66.619,2.538,193.027,1,31.568,3.027,-1.496,-999,-999,-999,31.568,"b"
168806,76.456,91.635,57.393,76.5,3.13,374.712,-1.812,1.631,86.774,301.041,1.113,-0.173,0.764,34.531,-0.929,0.469,38.432,0.013,1.8,63.066,-0.592,298.215,3,90.372,0.767,-2.984,72.227,-2.364,2.56,228.078,"b"
169499,131.749,123.94,89.714,23.276,-999,-999,-999,2.876,23.276,93.071,2.263,-1.064,-999,28.521,-0.363,2.719,64.55,0.323,-0.074,59.502,3.092,194.042,0,-999,-999,-999,-999,-999,-999,0,"b"
169561,-999,53.504,72.662,130.933,-999,-999,-999,1.874,48.143,154.587,1.723,0.107,-999,25.755,1.869,2.263,44.37,0.014,2.534,80.645,-2.821,210.294,1,84.462,1.437,-0.032,-999,-999,-999,84.462,"b"
169674,30.712,44.209,20.796,99.741,-999,-999,-999,0.578,3.48,175.235,1.361,0.25,-999,30.862,1.742,-2.038,41.989,2.097,-2.494,39.942,-1.354,200.079,1,102.384,1.778,1.194,-999,-999,-999,102.384,"b"
169998,101.284,23.662,54.13,343.623,-999,-999,-999,0.977,32.262,465.202,4.115,0.557,-999,26.362,-0.184,-0.251,108.479,-1.13,-0.495,211.116,-0.652,563.741,1,330.361,1.261,2.482,-999,-999,-999,330.361,"s"
170046,-999,55.623,24.427,83.435,-999,-999,-999,0.782,21.734,167.647,1.388,-0.024,-999,26.703,1.548,2.771,37.071,1.986,-2.864,57.17,-1.567,201.553,1,103.874,0.348,0.842,-999,-999,-999,103.874,"b"
170099,-999,94.805,42.617,24.403,-999,-999,-999,1.312,29.505,101.68,0.869,-1.252,-999,33.45,-0.409,0.14,29.063,0.749,0.757,81.832,-2.859,212.404,1,39.167,2.705,0.778,-999,-999,-999,39.167,"b"
170350,118.251,4.506,55.072,120.527,-999,-999,-999,1.676,2.885,196.852,0.664,1.087,-999,44.59,-1.231,0.936,29.618,-0.775,-0.677,81.296,-0.585,219.627,1,122.644,0.142,2.895,-999,-999,-999,122.644,"s"
171248,112.105,14.111,73.12,101.711,4.786,621.372,-3.574,3.123,1.95,199.618,2.932,-1.407,0.564,20.979,0.032,1.629,61.5,-0.345,-1.554,61.931,-1.325,267.455,2,72.207,-0.926,2.09,44.933,3.86,1.092,117.139,"s"
171279,100.216,56.397,60.231,30.919,-999,-999,-999,2.725,3.108,92.578,1.193,1.263,-999,27.72,-1.897,1.74,33.076,-1.513,-0.958,26.701,1.542,108.676,1,31.782,-2.988,-1.987,-999,-999,-999,31.782,"b"
171367,131.215,10.534,54.523,156.039,4.561,655.668,-3.959,1.728,0.457,242.38,0.899,1.153,0.376,36.743,-1.696,0.841,33.034,-1.142,2.478,116.584,2.308,250.981,2,140.335,-1.166,-0.846,32.268,3.395,-1.995,172.603,"s"
171632,153.184,66.967,94.354,0.655,-999,-999,-999,3.207,0.655,89.182,1.577,-1.391,-999,34.602,0.445,0.781,54.579,1.267,-2.319,20.584,0.914,178.37,0,-999,-999,-999,-999,-999,-999,0,"s"
171964,158.535,39.917,111.948,42.996,-999,-999,-999,3.287,4.515,126.352,1.583,1.414,-999,30.942,0.549,0.126,48.982,-1.288,2.851,22.105,1.547,233.174,1,46.428,0.409,-1.262,-999,-999,-999,46.428,"b"
172076,107.277,61.769,67.359,25.063,-999,-999,-999,2.61,25.063,71.542,1.663,0.924,-999,26.867,2.2,-3.006,44.675,2.458,-0.408,22.792,-3.041,125.826,0,-999,-999,-999,-999,-999,-999,0,"s"
172181,118.915,66.298,66.296,59.061,-999,-999,-999,2.837,42.593,96.75,0.738,1.348,-999,37.748,-1.699,-0.339,27.87,-2.243,-3.123,44.603,-0.677,212.709,1,31.132,1.755,1.606,-999,-999,-999,31.132,"b"
172783,44.023,52.197,36.359,27.151,-999,-999,-999,1.328,27.151,59.899,1.461,-1.4,-999,24.337,-0.435,1.245,35.562,-0.571,2.565,20.678,-1.126,129.543,0,-999,-999,-999,-999,-999,-999,0,"b"
173457,-999,152.928,77.787,149.267,-999,-999,-999,2.868,23.618,240.147,1.311,-1.389,-999,29.772,-0.121,1.656,39.023,-1.267,-0.973,168.571,2.848,278.037,1,171.352,0.344,-0.366,-999,-999,-999,171.352,"b"
173686,-999,70.322,88.895,5.366,-999,-999,-999,2.654,5.366,66.176,1.137,-1.396,-999,30.966,-0.016,1.459,35.21,1.85,-2.937,40.128,-0.518,94.58,0,-999,-999,-999,-999,-999,-999,0,"b"
173821,295.6,109.378,201.845,36.927,-999,-999,-999,2.987,22.3,244.217,1.318,1.368,-999,82.573,1.611,2.812,108.82,0.856,-0.581,29.87,3.134,334.801,1,52.824,-1.846,0.735,-999,-999,-999,52.824,"b"
173854,122.004,5.404,44.018,181.297,3.663,569.127,-1.826,1.754,46.561,330.22,1.154,1.078,0.918,25.426,-1.058,-1.965,29.348,-1.772,-0.363,149.3,-0.445,375.581,3,190.077,0.595,3.012,43.923,-3.068,1.569,275.446,"s"
174250,167.908,95.247,121.299,24.218,-999,-999,-999,2.961,24.218,108.492,1.291,-1.187,-999,47.364,-0.905,-1.848,61.128,-1.959,1.668,37.191,-1.376,151.447,0,-999,-999,-999,-999,-999,-999,0,"b"
174350,131.852,97.762,96.332,37.066,-999,-999,-999,2.573,1.674,127.925,1.575,-0.498,-999,35.835,0.165,2.681,56.423,1.202,-1.247,42.954,2.133,127.136,1,35.667,-0.615,0.008,-999,-999,-999,35.667,"b"
174445,-999,63.137,62.986,2.71,-999,-999,-999,2.034,2.71,68.33,0.845,-1.402,-999,37.037,1.861,2.12,31.293,0.912,0.32,42.989,-1.754,67.32,0,-999,-999,-999,-999,-999,-999,0,"b"
174696,176.06,67.299,56.854,84.028,-999,-999,-999,2.671,2.625,140.61,1.378,1.412,-999,24.406,-0.04,-0.21,33.632,-0.467,-2.847,70.81,-1.325,166.792,1,82.572,0.02,1.703,-999,-999,-999,82.572,"b"
174704,91.558,0.703,59.518,61.117,-999,-999,-999,1.928,3.322,131.014,0.809,0.976,-999,40.254,0.536,2.616,32.564,0.481,0.689,30.088,0.667,177.357,1,58.197,1.297,-1.774,-999,-999,-999,58.197,"b"
174710,-999,83.662,84.347,6.361,-999,-999,-999,2.199,6.361,94.149,1.003,-1.413,-999,46.997,-1.313,2.285,47.152,-1.544,-1.812,48.458,0.32,114.639,0,-999,-999,-999,-999,-999,-999,0,"b"
174982,118.606,94.243,82.742,30.294,-999,-999,-999,2.95,4.021,103.916,1.92,-0.591,-999,23.895,-0.195,2.338,45.878,1.272,-1.387,48.687,1.909,174.33,1,34.142,-0.824,-0.601,-999,-999,-999,34.142,"s"
175315,126.733,21.532,92.565,196.003,6.037,2341.454,-9.029,1.137,61.084,434.657,1.139,1.33,0.899,79.372,-0.859,2.054,90.368,-1.269,3.115,50.039,2.794,519.6,3,116.102,2.733,-0.982,113.251,-3.304,-0.491,264.916,"s"
175900,248.503,86.021,190.215,32.434,-999,-999,-999,3.596,10.978,123.793,1.195,-1.059,-999,42.714,-0.884,-2.214,51.037,1.831,0.144,36.265,-3.043,185.034,1,30.041,1.08,1.563,-999,-999,-999,30.041,"b"
176276,-999,76.299,33.572,1.69,-999,-999,-999,1.207,1.69,57.865,1.186,-1.401,-999,26.476,-1.34,2.01,31.389,-0.803,3.092,48.899,-0.509,129.007,0,-999,-999,-999,-999,-999,-999,0,"b"
176590,-999,77.413,170.632,140.289,0.387,120.353,0.102,3.395,29.217,323.095,0.871,-1.413,0.016,71.728,-2.218,-2.102,62.453,-0.766,1.112,150.254,0.29,347.342,2,134.728,-0.567,2.857,54.185,-0.179,-1.969,188.914,"b"
176918,-999,89.146,49.331,19.445,-999,-999,-999,1.193,19.445,91.867,0.524,-1.413,-999,60.293,0.055,-2.402,31.575,-0.214,-1.24,68.074,1.345,190.147,0,-999,-999,-999,-999,-999,-999,0,"b"
177272,198.174,7.557,144.543,76.466,1.678,107.14,-0.699,2.417,3.478,239.341,0.997,1.185,0.049,72.546,0.724,0.729,72.343,1.525,3.01,23.541,2.826,289.33,2,56.362,-0.77,-0.462,38.09,0.908,-1.855,94.452,"s"
177442,104.844,18.935,63.6,49.111,-999,-999,-999,2.196,17.638,128.172,0.757,-0.058,-999,40.393,0.876,-1.941,30.576,1.277,0.219,45.505,0.732,188.765,1,57.203,1.196,2.832,-999,-999,-999,57.203,"b"
177583,-999,91.113,46.108,27.731,-999,-999,-999,1.493,27.731,58.548,1.772,-0.011,-999,21.12,-0.738,-1.808,37.428,-2.232,-1.816,58.695,0.851,148.056,0,-999,-999,-999,-999,-999,-999,0,"b"
177718,112.849,10.461,55.302,182.481,3.681,472.855,0.164,1.478,6.126,295.04,1.616,1.124,0.715,32.224,-0.945,-2.151,52.064,-0.818,-0.678,121.881,-0.81,371.021,2,180.051,-0.044,2.361,30.701,-3.725,0.589,210.752,"s"
177810,-999,77.988,39.156,0.834,-999,-999,-999,1.381,0.834,53.11,1.247,-1.413,-999,23.634,0.528,-1.655,29.476,1.874,-1.965,51.872,1.326,80.171,0,-999,-999,-999,-999,-999,-999,0,"b"
177939,90.82,22.076,60.865,14.446,1.787,273.758,-0.772,3.14,41.461,252.26,1.035,-1.414,0.063,29.108,1.79,-2.609,30.125,1.322,0.569,14.848,-0.53,375.201,2,106.685,-1.056,-0.91,86.341,0.732,2.53,193.027,"b"
177996,-999,94.316,30.765,0.915,-999,-999,-999,1.043,0.915,59.799,1.786,-1.337,-999,21.465,-2.184,-1.24,38.334,-1.259,-1.722,58.37,1.576,86.85,0,-999,-999,-999,-999,-999,-999,0,"b"
178267,118.282,60.536,82.464,139.922,0.42,86.108,1.227,1.479,83.667,545.57,0.559,0.694,0.813,76.642,0.167,0.74,42.849,1.032,-0.46,46.972,1.022,657.983,3,121.832,0.917,-2.269,110.282,1.337,-2.834,426.079,"b"
178328,135.346,17.936,100.556,1.852,-999,-999,-999,3.104,1.852,89.718,0.812,-1.406,-999,49.508,2.364,1.775,40.21,1.349,-1.158,11.313,-2.026,110.728,0,-999,-999,-999,-999,-999,-999,0,"s"
178557,58.125,47.164,42.023,42.121,-999,-999,-999,1.756,19.519,97.506,1.145,-0.094,-999,23.211,-0.18,-2.263,26.571,0.848,-0.839,24.478,3.084,207.233,1,47.724,2.436,0.615,-999,-999,-999,47.724,"b"
178665,105.995,22.125,62.854,101.569,1.384,81.822,0.756,1.807,26.709,170.247,0.545,1.41,0.004,48.766,-0.573,1.502,26.571,0.514,0.058,44.454,0.714,211.464,2,62.713,-1.803,-2.155,32.197,-0.419,-3.127,94.91,"s"
178774,106.527,0.961,68.47,53.361,-999,-999,-999,2.493,18.03,102.839,0.986,0.962,-999,27.751,-0.643,-1.467,27.351,-2.347,2.996,26.141,2.96,192.607,1,47.736,-2.803,0.703,-999,-999,-999,47.736,"b"
178827,67.658,15.415,43.73,66.764,-999,-999,-999,1.725,1.506,121.48,1.488,1.392,-999,21.533,-1.957,0.287,32.035,-0.943,1.684,25.185,1.134,141.763,1,67.912,-0.101,-2.013,-999,-999,-999,67.912,"b"
178897,-999,67.782,114.052,60.928,0.958,63.956,3.014,3.714,8.778,128.774,1.408,-1.404,0,23.084,-2.225,2.506,32.492,0.527,-1.283,72.722,0.26,169.667,2,40.641,-1.322,2.436,32.557,-2.28,-2.308,73.198,"b"
178976,103.72,43.596,75.684,11.022,0.231,97.81,0.346,2.675,47.46,178.694,1.348,-1.414,0.514,30.654,-1.423,2.228,41.329,-0.505,-1.542,17.36,0.359,290.815,2,65.135,-0.715,-0.689,41.576,-0.484,1.638,106.711,"b"
179332,94.655,76.899,64.362,48.487,-999,-999,-999,2.457,48.487,72.332,2.146,1.261,-999,22.995,0.223,-2.976,49.337,-0.139,-0.546,38.661,-2.7,98.285,0,-999,-999,-999,-999,-999,-999,0,"s"
179925,76.904,71.141,57.183,38.601,-999,-999,-999,2.155,25.503,103.193,1.471,-0.3,-999,25.053,-2.476,-1.713,36.841,-1.646,0.275,36.033,-2.43,211.984,1,41.299,-0.275,1.044,-999,-999,-999,41.299,"b"
180069,108.37,38.753,87.487,2.292,-999,-999,-999,2.745,2.292,87.846,0.962,-1.413,-999,44.784,0.077,2.265,43.061,-0.3,-0.454,16.475,-2.083,89.865,0,-999,-999,-999,-999,-999,-999,0,"b"
180146,-999,86.878,183.074,23.421,-999,-999,-999,3.913,23.421,55.628,1.25,-1.299,-999,24.728,-2.079,-2.007,30.9,1.73,-2.907,68.107,0.889,97.138,0,-999,-999,-999,-999,-999,-999,0,"b"
180527,101.668,5.348,72.415,20.617,-999,-999,-999,3.085,20.617,54.508,1.084,1.324,-999,26.152,-1.903,-1.696,28.356,-0.265,1.973,7.829,2.334,85.357,0,-999,-999,-999,-999,-999,-999,0,"b"
180595,138.826,8.49,78.3,70.703,3.251,322.325,0.748,3.03,42.192,273.87,1.436,1.361,0.01,32.168,-2.011,-2.783,46.19,-1.634,0.224,55.841,0.057,275.334,3,65.573,3.467,2.451,55.815,0.216,-1.178,195.512,"b"
180964,91.403,61.799,69.735,2.982,-999,-999,-999,2.814,2.982,66.646,1.858,-1.373,-999,23.317,-0.34,-0.373,43.329,0.651,-3.007,23.829,0.691,89.051,0,-999,-999,-999,-999,-999,-999,0,"b"
181224,101.866,26.456,69.488,36.584,-999,-999,-999,2.644,1.034,104.328,0.77,1.412,-999,37.93,-1.167,2.279,29.205,-0.327,-0.227,14.256,1.183,129.969,1,37.193,-0.844,-1.847,-999,-999,-999,37.193,"b"
181459,118.073,18.242,83.784,25.833,-999,-999,-999,2.52,25.833,88.316,0.834,-0.94,-999,48.144,0.392,0.056,40.173,0.33,-2.463,24.48,-3.053,158.463,0,-999,-999,-999,-999,-999,-999,0,"s"
181597,-999,77.222,25.495,7.572,-999,-999,-999,0.96,7.572,52.414,1.588,-0.6,-999,20.249,-1.232,-1.416,32.164,-2.188,-1.499,46.547,1.773,98.631,0,-999,-999,-999,-999,-999,-999,0,"b"
181651,-999,76.381,26.828,19.603,-999,-999,-999,1.046,19.603,51.806,1.357,-0.869,-999,21.98,1.419,1.624,29.826,2.155,0.88,49.006,-2.354,113.95,0,-999,-999,-999,-999,-999,-999,0,"b"
181769,78.458,34.242,27.831,298.383,1.504,369.219,-0.122,0.557,30.971,461.317,0.738,1.317,0.004,58.699,1.292,-2.724,43.324,1.117,3.03,199.964,-2.883,578.099,2,245.726,0.086,-0.23,113.568,-1.418,1.36,359.294,"b"
182499,177.638,81.9,96.231,51.953,-999,-999,-999,2.683,51.953,98.162,1.194,1.351,-999,44.735,0.835,-2.934,53.427,1.145,-0.269,38.745,-2.509,157.574,0,-999,-999,-999,-999,-999,-999,0,"s"
182607,-999,101.102,25.4,3.056,-999,-999,-999,0.727,3.056,71.729,1.247,-1.414,-999,31.917,0.126,1.43,39.812,0.195,0.706,66.369,-2.071,84.906,0,-999,-999,-999,-999,-999,-999,0,"b"
182641,135.402,32.513,99.603,17.888,-999,-999,-999,3.554,37.072,106.221,1.335,1.414,-999,30.672,2.357,1.899,40.933,0.611,-1.197,13.092,0.361,200.876,1,34.616,1.099,1.436,-999,-999,-999,34.616,"s"
182720,96.296,43.087,80.202,17.895,-999,-999,-999,2.712,17.895,68.314,1.508,-1.413,-999,27.235,-0.775,-0.438,41.079,-2.201,1.868,17.299,-2.533,127.239,0,-999,-999,-999,-999,-999,-999,0,"b"
182744,-999,38.298,65.905,72.179,-999,-999,-999,1.82,36.598,159.826,0.421,-0.252,-999,63.867,-2.016,0.958,26.884,-2.289,2.758,87.057,-2.711,206.973,1,69.076,-2.165,-0.891,-999,-999,-999,69.076,"b"
182804,104.934,3.272,64.817,24.062,0.909,100.076,3.321,3.07,2.477,156.795,0.994,1.367,0.821,32.137,2.392,2.781,31.95,2.08,-0.273,23.631,-0.154,197.945,2,56.162,2.332,-2.611,36.546,1.424,0.826,92.709,"b"
183268,108.189,46.522,83.468,14.533,-999,-999,-999,2.333,14.533,88.341,0.527,-1.369,-999,57.851,-0.408,1.416,30.489,-1.295,-2.71,34.004,-1.096,237.355,0,-999,-999,-999,-999,-999,-999,0,"s"
183277,112.014,50.725,79.514,35.52,-999,-999,-999,2.443,27.529,123.695,1.061,0.804,-999,41.066,1.216,-1.338,43.554,1.161,2.502,16.163,-1.236,215.27,1,39.075,-1.807,1.717,-999,-999,-999,39.075,"s"
183444,134.411,20.518,101.807,75.188,-999,-999,-999,2.013,28.705,191.026,1.134,0.148,-999,53.981,-0.383,2.145,61.196,0.32,-2.252,23.192,-1.7,259.366,1,75.849,0.677,0.724,-999,-999,-999,75.849,"s"
183880,54.693,34.799,38.702,77.83,-999,-999,-999,1.235,0.216,145.366,1.406,0.093,-999,28.156,1.589,2.888,39.588,1.568,1.653,43.957,0.792,145.198,1,77.623,-0.858,-1.575,-999,-999,-999,77.623,"b"
184005,-999,78.845,251.377,88.512,-999,-999,-999,4.785,4.547,171.841,1.078,-1.414,-999,38.331,-2.077,1.994,41.33,1.557,-1.12,89.046,-2.535,184.633,1,92.181,-1.519,0.613,-999,-999,-999,92.181,"b"
184899,104.559,29.721,78.622,31.527,-999,-999,-999,2.868,31.527,84.988,0.47,-1.414,-999,57.8,0.87,0.169,27.187,0.783,3.035,13.278,-1.452,134.218,0,-999,-999,-999,-999,-999,-999,0,"b"
